command,id
vi fahrenheit_converter.py,disgust
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 exam_grader.py,coral
vim basic_operations2.py,guido
vim basic_operations2.py,guido
vim basic_operations2.py,guido
vim basic_operations2.py,guido
vim basic_operations2.py,guido
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4,emperor_zurg
python3.4,emperor_zurg
python3.4,emperor_zurg
python3.4,chatter_telephone
python3.4 fahrenheit_converter.py,disgust
vi exam_grader.py,coral
vi fahrenheit_converter.py ,chatter_telephone
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 fahrenheit_converter.py ,chatter_telephone
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi fahrenheit_converter.py,aurora
python3.4 fahrenheit_converter.py ,aurora
python3.4 exam_grader.py,coral
vi fahrenheit_converter.py ,chatter_telephone
python3.4 fahrenheit_converter.py ,aurora
vi arithmetic_function.py,emperor_zurg
vi arithmetic_function.py,emperor_zurg
vi arithmetic_function.py,emperor_zurg
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
vi exam_grader.py ,chatter_telephone
python3.4 submit_assignment.py -get test,emperor_zurg
python3.4 submit_assignment.py -get test,emperor_zurg
python3.4 submit_assignment.py -get test,emperor_zurg
vi fahrenheit_converter.py,disgust
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
ls submit_assignment.py,emperor_zurg
ls submit_assignment.py,emperor_zurg
ls submit_assignment.py,emperor_zurg
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
wget https://raw.githubusercontent.com/TeamLab/lab_for_gachon_cs50/master/submit_assignment.py,emperor_zurg
wget https://raw.githubusercontent.com/TeamLab/lab_for_gachon_cs50/master/submit_assignment.py,emperor_zurg
wget https://raw.githubusercontent.com/TeamLab/lab_for_gachon_cs50/master/submit_assignment.py,emperor_zurg
vi basic_operations.py,guido
vi basic_operations.py,guido
vi basic_operations.py,guido
vi basic_operations.py,guido
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 yesterday_test.py,emperor_zurg
python3.4 yesterday_test.py,emperor_zurg
python3.4 yesterday_test.py,emperor_zurg
python3.4 exam_grader.py,francis
"#1441808911
vi basic_operations",guido
"#1441808911
vi basic_operations",guido
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
"#1441808911
vi basic_operations",guido
"#1441808911
vi basic_operations",guido
python3.4 exam_grader.py,francis
vi yesterday_test.py,emperor_zurg
vi yesterday_test.py,emperor_zurg
vi yesterday_test.py,emperor_zurg
python3.4 fahrenheit_converter.py,disgust
"#1441808894
ls",emperor_zurg
"#1441808894
ls",emperor_zurg
"#1441808894
ls",emperor_zurg
vi exam_grader.py,coral
"#1441808856
dir",guido
"#1441808856
dir",guido
"#1441808856
dir",guido
"#1441808856
dir",guido
vi fahrenheit_converter.py ,chatter_telephone
vi fahrenheit_converter.py,disgust
python3.4 fahrenheit_converter.py,disgust
vi exam_grader.py ,chatter_telephone
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vim basic_operations2.py ,guido
vim basic_operations2.py ,guido
vim basic_operations2.py ,guido
vim basic_operations2.py ,guido
vim basic_operations2.py ,guido
python3.4 submit_assignment.py -submit yesterday_test.py,emperor_zurg
python3.4 submit_assignment.py -submit yesterday_test.py,emperor_zurg
python3.4 submit_assignment.py -submit yesterday_test.py,emperor_zurg
vi fahrenheit_converter.py,finn_mcmissile
python3.4 fahrenheit_converter.py,finn_mcmissile
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py,coral
python3.4 submit_assignment.py -submit exam_grader.py,coral
python3.4 submit_assignment.py -submit exam_grader.py,coral
vi fahrenheit_converter.py,disgust
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
vi fahrenheit_converter.py ,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
python3.4 submit_assignment.py -get fconverter,tiger_lily
vi exam_grader.py,coral
python3.4 yesterday_test.py,emperor_zurg
python3.4 yesterday_test.py,emperor_zurg
python3.4 yesterday_test.py,emperor_zurg
vi fahrenheit_converter.py ,chatter_telephone
vi yesterday_test.py,emperor_zurg
vi yesterday_test.py,emperor_zurg
vi yesterday_test.py,emperor_zurg
wget https://raw.githubusercontent.com/TeamLab/lab_for_gachon_cs50/master/lab_1_vimrc/yesterday_test.py,emperor_zurg
wget https://raw.githubusercontent.com/TeamLab/lab_for_gachon_cs50/master/lab_1_vimrc/yesterday_test.py,emperor_zurg
wget https://raw.githubusercontent.com/TeamLab/lab_for_gachon_cs50/master/lab_1_vimrc/yesterday_test.py,emperor_zurg
vi fahrenheit_converter.py,al_mcwhiggin
vi fahrenheit_converter.py,al_mcwhiggin
"#1441808352
vi ~/.vimrc",emperor_zurg
"#1441808352
vi ~/.vimrc",emperor_zurg
"#1441808352
vi ~/.vimrc",emperor_zurg
python3.4 exam_grader.py,coral
python3.4 submit_assignment.py -submit exam_grader.py,coral
python3.4,al_mcwhiggin
python3.4,al_mcwhiggin
python3.4 submit_assignment.py -submit exam_grader.py,coral
python3.4 submit_assignment.py -submit exam_grader.py,coral
vi fahrenheit_converter.py,al_mcwhiggin
vi fahrenheit_converter.py,al_mcwhiggin
python3.4 submit_assignment.py -submit exam_grader.py,coral
python3.4 submit_assignment.py -submit exam_grader.py,coral
python3.4 fahrenheit_converter.py,al_mcwhiggin
python3.4 fahrenheit_converter.py,al_mcwhiggin
"#1441808232
vi basic_operations",guido
"#1441808232
vi basic_operations",guido
"#1441808232
vi basic_operations",guido
"#1441808232
vi basic_operations",guido
"#1441808232
vi basic_operations",guido
"#1441808232
vi basic_operations",guido
vi fahrenheit_converter.py,al_mcwhiggin
vi fahrenheit_converter.py,al_mcwhiggin
vi fahrenheit_converter.py ,chatter_telephone
vi fahrenheit_converter.py,aurora
python3.4 fahrenheit_converter.py,al_mcwhiggin
python3.4 fahrenheit_converter.py,al_mcwhiggin
python3.4 submit_assignment.py -submit fahrenheit_converter.py,disgust
python3.4 submit_assignment.py -get fconverter,chatter_telephone
python3.4 submit_assignment.py -submit fahrenheit_converter.py,disgust
python3.4,aurora
vi fahrenheit_converter.py,finn_mcmissile
vi fahrenheit_converter.py,al_mcwhiggin
vi fahrenheit_converter.py,al_mcwhiggin
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 fahrenheit_converter.py,al_mcwhiggin
python3.4 fahrenheit_converter.py,al_mcwhiggin
python3.4 fahrenheit_converter.py,finn_mcmissile
"#1441808094
ls",guido
"#1441808094
ls",guido
"#1441808094
ls",guido
"#1441808094
ls",guido
"#1441808094
ls",guido
"#1441808094
ls",guido
vi fahrenheit_converter.py,aurora
vi fahrenheit_converter.py,disgust
vi fahrenheit_converter.py,finn_mcmissile
python3.4 submit_assignment.py -submit exam_grader.py,chatter_telephone
python3.4,aurora
python3.4 submit_assignment.py -submit exam_grader.py,chatter_telephone
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
vi fahrenheit_converter.py,aurora
"#1441807999
clear",emperor_zurg
"#1441807999
clear",emperor_zurg
"#1441807999
clear",emperor_zurg
python3.4 exam_grader.py ,chatter_telephone
python3.4 fahrenheit_converter.py,disgust
"#1441807994
ls",emperor_zurg
"#1441807994
ls",emperor_zurg
"#1441807994
ls",emperor_zurg
"#1441807987
rm",emperor_zurg
"#1441807987
rm",emperor_zurg
"#1441807987
rm",emperor_zurg
python3.4 fahrenheit_converter.py,finn_mcmissile
vi exam_grader.py ,chatter_telephone
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi fahrenheit_converter.py,finn_mcmissile
python3.4 fahrenheit_converter.py,finn_mcmissile
python3.4 exam_grader.py ,chatter_telephone
python3.4,aurora
vi fahrenheit_converter.py,finn_mcmissile
python3.4 fahrenheit_converter.py,finn_mcmissile
vi fahrenheit_converter.py,disgust
vi fahrenheit_converter.py,finn_mcmissile
python3.4 fahrenheit_converter.py,finn_mcmissile
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
vi fahrenheit_converter.py,bookworm
python3.4 fahrenheit_converter.py,disgust
vi exam_grader.py ,chatter_telephone
"#1441807803
cd lab ",emperor_zurg
"#1441807803
cd lab ",emperor_zurg
vi fahrenheit_converter.py,finn_mcmissile
"#1441807803
cd lab ",emperor_zurg
vi fahrenheit_converter.py,disgust
python3.4 fahrenheit_converter.py,finn_mcmissile
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
"#1441807787
cd",emperor_zurg
"#1441807787
cd",emperor_zurg
"#1441807787
cd",emperor_zurg
python3.4 submit_assignment.py -submit fahrenheit_converter.py,disgust
python3.4 submit_assignment.py -submit fahrenheit_converter.py,disgust
python3.4 exam_grader.py ,chatter_telephone
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
python3.4,guido
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py ,chatter_telephone
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 exam_grader.py ,chatter_telephone
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
vi exam_grader.py,al_mcwhiggin
vi exam_grader.py,al_mcwhiggin
python3.4 submit_assignment.py -get exam_grader,al_mcwhiggin
python3.4 submit_assignment.py -get exam_grader,al_mcwhiggin
python3.4 submit_assignment.py -get exam_grader,al_mcwhiggin
python3.4 submit_assignment.py -get exam_grader,al_mcwhiggin
vi fahrenheit_converter.py,disgust
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
vi exam_grader.py ,chatter_telephone
python3.4 exam_grader.py ,chatter_telephone
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
python3.4 exam_grader.py,francis
vim basic_operations2.py,guido
vim basic_operations2.py,guido
vim basic_operations2.py,guido
vim basic_operations2.py,guido
vim basic_operations2.py,guido
"#1441807483
ls",guido
"#1441807483
ls",guido
"#1441807483
ls",guido
"#1441807483
ls",guido
"#1441807483
ls",guido
cp basic_operations.py basic_operations2.py ,guido
cp basic_operations.py basic_operations2.py ,guido
cp basic_operations.py basic_operations2.py ,guido
cp basic_operations.py basic_operations2.py ,guido
cp basic_operations.py basic_operations2.py ,guido
vi fahrenheit_converter.py,disgust
"#1441807425
ls",guido
"#1441807425
ls",guido
"#1441807425
ls",guido
"#1441807425
ls",emperor_zurg
"#1441807425
ls",emperor_zurg
"#1441807425
ls",guido
"#1441807425
ls",guido
"#1441807425
ls",emperor_zurg
"#1441807424
cd",guido
"#1441807424
cd",guido
"#1441807424
cd",guido
"#1441807424
cd",guido
"#1441807424
cd",guido
"#1441807422
ls",guido
"#1441807422
ls",guido
"#1441807422
ls",guido
"#1441807422
ls",guido
"#1441807422
ls",guido
vi fahrenheit_value.py,disgust
"#1441807421
clear",guido
"#1441807421
clear",guido
"#1441807421
clear",guido
"#1441807421
clear",guido
"#1441807420
ls",guido
"#1441807420
ls",guido
"#1441807420
ls",guido
"#1441807420
ls",guido
"#1441807419
ll",guido
"#1441807419
ll",guido
"#1441807419
ll",guido
"#1441807419
ll",guido
"#1441807418
li",guido
"#1441807418
li",guido
"#1441807418
li",guido
"#1441807418
li",guido
"#1441807416
ll",guido
"#1441807416
ll",guido
"#1441807416
ll",guido
"#1441807416
ll",guido
"#1441807413
ll",guido
"#1441807413
ll",guido
"#1441807413
ll",guido
"#1441807413
ll",guido
"#1441807387
ls",guido
"#1441807387
ls",guido
"#1441807387
ls",guido
"#1441807387
ls",guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python3.4 submit_assignment.py -submit fahrenheit_converter.py,disgust
python3.4 submit_assignment.py -submit fahrenheit_converter.py,disgust
vi exam_grader.py,coral
python3.4 fahrenheit_converter.py,disgust
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi exam_grader.py,francis
vi fahrenheit_converter.py,finn_mcmissile
python3.4 fahrenheit_converter.py,finn_mcmissile
vi fahrenheit_converter.py,al_mcwhiggin
vi fahrenheit_converter.py,al_mcwhiggin
"#1441807169
ls",emperor_zurg
"#1441807169
ls",emperor_zurg
"#1441807169
ls",emperor_zurg
python3.4 submit_assignment.py -submit fahrenheit_converter.py,anna
python3.4 submit_assignment.py -submit fahrenheit_converter.py,anna
vi fahrenheit_converter.py,disgust
vi fahrenheit_converter.py,aurora
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -submit exam_grader.py ,tiger_lily
"#1441807136
vi ",al_mcwhiggin
"#1441807136
vi ",al_mcwhiggin
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 submit_assignment.py -get fconverter,al_mcwhiggin
python3.4 submit_assignment.py -get fconverter,al_mcwhiggin
python3.4 submit_assignment.py -get fconverter,al_mcwhiggin
python3.4 submit_assignment.py -get fconverter,al_mcwhiggin
vi fahrenheit_converter.py,anna
python3.4,aurora
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi fahrenheit_converter.py,finn_mcmissile
python3.4 fahrenheit_converter.py,finn_mcmissile
vi exam_grader.py ,chatter_telephone
python3.4 fahrenheit_converter.py,anna
vi fahrenheit_converter.py,disgust
python3.4,finn_mcmissile
vi fahrenheit_converter.py,anna
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py ,chatter_telephone
python3.4 fahrenheit_converter.py,disgust
vi fahrenheit_converter.py,aurora
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
python3.4 fahrenheit_converter.py,anna
vi fahrenheit_converter.py,disgust
python3.4,aurora
vi fahrenheit_converter.py,anna
vi exam_grader.py,boo
python3.4,anna
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
python3.4 submit_assignment.py -get exam_grader,boo
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 fahrenheit_converter.py,anna
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
python3.4 exam_grader.py,tiger_lily
"#1441806778
 76     return float(total_score)/number_of_subjects",tiger_lily
"#1441806778
 75     # """"""",tiger_lily
"#1441806778
 74     #   - float(total score)/number_of_subjects",tiger_lily
"#1441806778
 73     # Output:",tiger_lily
"#1441806778
 72     #   - number_of_subject : int(input(""과목???? ??력??세??"")",tiger_lily
"#1441806778
 76     return float(total_score)/number_of_subjects",tiger_lily
"#1441806778
 75     # """"""",tiger_lily
"#1441806778
 74     #   - float(total score)/number_of_subjects",tiger_lily
"#1441806778
 73     # Output:",tiger_lily
"#1441806778
 72     #   - number_of_subject : int(input(""과목???? ??력??세??"")",tiger_lily
"#1441806778
 76     return float(total_score)/number_of_subjects",tiger_lily
"#1441806778
 75     # """"""",tiger_lily
"#1441806778
 74     #   - float(total score)/number_of_subjects",tiger_lily
"#1441806778
 73     # Output:",tiger_lily
"#1441806778
 72     #   - number_of_subject : int(input(""과목???? ??력??세??"")",tiger_lily
"#1441806778
 76     return float(total_score)/number_of_subjects",tiger_lily
"#1441806778
 75     # """"""",tiger_lily
"#1441806778
 74     #   - float(total score)/number_of_subjects",tiger_lily
"#1441806778
 73     # Output:",tiger_lily
"#1441806778
 72     #   - number_of_subject : int(input(""과목???? ??력??세??"")",tiger_lily
"#1441806777
 71     #   - total_score : sum_of_scores(number_of_subjects)",tiger_lily
"#1441806777
 70     # Input:",tiger_lily
"#1441806777
 69     # """"""",tiger_lily
"#1441806777
 def get_average_score(total_score,number_of_subject):",tiger_lily
"#1441806777
 71     #   - total_score : sum_of_scores(number_of_subjects)",tiger_lily
"#1441806777
 70     # Input:",tiger_lily
"#1441806777
 69     # """"""",tiger_lily
"#1441806777
 def get_average_score(total_score,number_of_subject):",tiger_lily
"#1441806777
 71     #   - total_score : sum_of_scores(number_of_subjects)",tiger_lily
"#1441806777
 70     # Input:",tiger_lily
"#1441806777
 69     # """"""",tiger_lily
"#1441806777
 def get_average_score(total_score,number_of_subject):",tiger_lily
"#1441806777
 71     #   - total_score : sum_of_scores(number_of_subjects)",tiger_lily
"#1441806777
 70     # Input:",tiger_lily
"#1441806777
 69     # """"""",tiger_lily
"#1441806777
 def get_average_score(total_score,number_of_subject):",tiger_lily
vi exam_grader.py ,chatter_telephone
python3.4 fahrenheit_converter.py,anna
vi exam_grader.py,al_mcwhiggin
vi exam_grader.py,al_mcwhiggin
"#1441806566
rm ",emperor_zurg
"#1441806566
rm ",emperor_zurg
"#1441806566
rm ",emperor_zurg
rm yesterday_test.py . *,emperor_zurg
rm yesterday_test.py . *,emperor_zurg
rm yesterday_test.py . *,emperor_zurg
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vi basic_operations.py,emile
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
python basic_operations.py ,guido
vi fahrenheit_converter.py,aurora
vi fahrenheit_converter.py,finn_mcmissile
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
vim basic_operations.py ,guido
python3.4 fahrenheit_converter.py,finn_mcmissile
python3.4,aurora
"#1441806436
ls",guido
"#1441806436
ls",guido
"#1441806436
ls",guido
"#1441806436
ls",guido
vi basic_operations.py ,guido
vi basic_operations.py ,guido
vi basic_operations.py ,guido
vi basic_operations.py ,guido
vi basic_operations.py ,guido
vi basic_operations.py ,guido
python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
 python3.4 submit_assignment.py -get basic_operations,guido
python3.4 submit_assignment.py -get basic_operations,guido
python3.4 exam_grader.py,al_mcwhiggin
python3.4 exam_grader.py,al_mcwhiggin
"#1441806385
ls",guido
"#1441806385
ls",guido
"#1441806385
ls",guido
"#1441806385
ls",guido
"#1441806384
clear",guido
"#1441806384
ls",guido
"#1441806384
clear",guido
"#1441806384
ls",guido
"#1441806384
clear",guido
"#1441806384
ls",guido
"#1441806384
clear",guido
"#1441806384
ls",guido
python3.4 exam_grader.py,al_mcwhiggin
python3.4 exam_grader.py,al_mcwhiggin
python3.4,aurora
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
vi exam_grader.py ,tiger_lily
"#1441806365
ls",guido
"#1441806365
ls",guido
"#1441806365
ls",guido
"#1441806365
ls",guido
vi fahrenheit_converter.py,aurora
vi fahrenheit_converter.py,anna
python3.4,aurora
